cmtid,author_username,model_name,product_name,rating_star,comment,submit_time
46605649630,andri_01_ansyah_02,"Cangkir enamel 6cm,Lurik",Cangkir mug enamel lurik dan polos ukuran 6 cm per 1 pcs,5,,2025-06-05 11:11:54
46605565772,jejen.ismi,Jempel panci,jempel panci kain lemek tahan panas - pengangan kain murah berkualitas,5,,2025-06-05 11:11:12
46605565771,jejen.ismi,"Piring Galaxy_8""","(1pcs) Piring makan hajatan plastik galaxy ukuran 8"" warna pekat per 1 biji termurah berkualitas",5,,2025-06-05 11:11:12
46605272035,noksurya,Kapstok jempol_6,kapstok baju stainless 6 kait - gantungan baju stainless muran,5,Performa:bagus. Tampilan:menarik. Kualitas:kokoh. Barang sesuai pesanan mudah mudahan awet dan tahan lama toko amanah,2025-06-05 11:08:25
46605116379,fcpiliys8y,"Basi oval keyyen,Isi 6 pcs",(Isi 12pcs) Basi prasmanan oval Keyyen + centong bahan plastik warna tebal grosir,5,,2025-06-05 11:07:09
46604411736,dianabim,Gelas bir plastik,Cangkir gelas minum plastik gmc gelas bir gagang grosir,5,Kualitas:ok. Performa:baik. Tampilan:baguS,2025-06-05 11:01:15
46604391079,sri.utamiati,1BJ Mk wizmi,Mangkok sup kuah warna warni wizmie plastik warna mengkilap,5,,2025-06-05 11:00:59
46604391070,sri.utamiati,Basi paprika bulat,Basi bulat prasmanan paprika plus tutup grosir,5,,2025-06-05 11:00:59
46604391061,sri.utamiati,Sealpack 1500ML Wkp,Tepak sealpack toples bulat 1500ml serbaguna coklat plastik,5,,2025-06-05 11:00:59
46604391052,sri.utamiati,1BJ_Mangkok rainbow,Mangkok sup kuah sayur plastik merk rainbow dx tebal,5,,2025-06-05 11:00:59
